pdf_file,page_number,has_text_layer,extracted_char_count,sample_text,ocr_needed,reason,notes
65_hs1-834228961_62-hq-83894_section_10.pdf,1,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,28,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,29,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,30,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,31,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,32,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,33,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,34,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,35,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,36,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,37,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,38,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,39,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,40,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,41,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,42,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,43,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,44,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,45,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,46,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,47,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,48,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,49,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,50,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,51,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,52,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,53,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,54,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,55,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,56,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,57,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,58,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,59,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,60,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,61,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,62,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,63,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,64,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,65,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,66,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,67,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,68,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,69,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,70,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,71,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,72,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,73,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,74,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,75,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,76,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,77,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,78,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,79,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,80,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,81,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,82,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,83,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,84,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,85,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,86,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,87,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,88,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,89,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,90,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,91,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,92,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,93,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,94,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,95,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,96,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,97,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,98,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,99,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,100,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,101,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,102,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,103,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,104,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,105,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,106,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,107,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,108,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,109,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,110,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,111,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,112,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,113,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,114,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,115,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,116,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,117,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,118,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,119,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,120,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,121,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,122,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,123,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,124,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,125,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,126,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,127,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,128,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,129,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,130,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,131,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,132,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,133,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,134,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,135,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,136,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,137,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,138,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,139,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,140,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,141,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,142,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,143,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,144,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,145,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,146,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,147,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,148,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,149,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,150,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,151,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,152,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,153,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,154,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,155,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,156,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,157,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,158,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,159,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,160,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,161,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,162,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,163,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,164,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,165,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,166,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,167,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,168,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,169,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,170,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,171,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,172,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,173,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,174,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,175,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,176,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,177,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,178,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,179,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,180,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,181,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,182,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,183,false,0,,true,no extractable text found on this page,no text layer; OCR required
65_hs1-834228961_62-hq-83894_section_10.pdf,184,false,0,,true,no extractable text found on this page,no text layer; OCR required
